Date and Time,"Turbidity, NTU","Rainfall, mm",Flow
6/1/18 0:00,3.2,0,0.1209
6/1/18 1:00,2.94,0,0.1202
6/1/18 2:00,3.06,0,0.1196
6/1/18 3:00,3.19,0,0.1189
6/1/18 4:00,2.72,0,0.1183
6/1/18 5:00,2.61,0,0.1176
6/1/18 6:00,2.75,0,0.117
6/1/18 7:00,2.62,0,0.1163
6/1/18 8:00,2.57,0,0.1157
6/1/18 9:00,2.64,0,0.115
6/1/18 10:00,2.47,0,0.1144
6/1/18 11:00,2.3,0,0.1138
6/1/18 12:00,2.22,0,0.1132
6/1/18 13:00,2.45,0,0.1125
6/1/18 14:00,2.7,0,0.1119
6/1/18 15:00,2.68,0,0.1113
6/1/18 16:00,2.55,0,0.1107
6/1/18 17:00,2.71,0,0.1101
6/1/18 18:00,2.68,0,0.1096
6/1/18 19:00,2.72,0,0.109
6/1/18 20:00,2.59,0,0.1084
6/1/18 21:00,2.65,0,0.1078
6/1/18 22:00,2.61,0,0.1073
6/1/18 23:00,2.4,0,0.1067
6/2/18 0:00,2.55,0,0.1061
6/2/18 1:00,2.65,0,0.1056
6/2/18 2:00,2.51,0,0.105
6/2/18 3:00,2.24,0,0.1045
6/2/18 4:00,2.47,0,0.104
6/2/18 5:00,2.52,0,0.1034
6/2/18 6:00,2.35,0,0.1029
6/2/18 7:00,2.44,0,0.1024
6/2/18 8:00,2.26,0,0.1019
6/2/18 9:00,2.37,0,0.1013
6/2/18 10:00,2.49,0,0.1008
6/2/18 11:00,2.77,0,0.1003
6/2/18 12:00,2.63,0,0.0998
6/2/18 13:00,2.58,0,0.0993
6/2/18 14:00,2.66,0,0.0989
6/2/18 15:00,2.71,3.6,1.951
6/2/18 16:00,2.56,0,4.202
6/2/18 17:00,2.68,0,4.5907
6/2/18 18:00,2.73,0,4.7081
6/2/18 19:00,2.65,0,4.2706
6/2/18 20:00,2.48,0,3.5782
6/2/18 21:00,2.57,0,2.9826
6/2/18 22:00,2.39,0,2.4939
6/2/18 23:00,2.47,0,2.0943
6/3/18 0:00,2.36,0,1.7667
6/3/18 1:00,2.58,2.6,2.9242
6/3/18 2:00,2.5,1.8,6.027
6/3/18 3:00,2.44,0,8.2826
6/3/18 4:00,2.56,0,8.4975
6/3/18 5:00,2.4,0,7.5922
6/3/18 6:00,2.64,0,6.3995
6/3/18 7:00,2.58,0,5.3203
6/3/18 8:00,2.49,0,4.4297
6/3/18 9:00,2.61,0,3.7017
6/3/18 10:00,2.69,0,3.1061
6/3/18 11:00,2.73,0,2.6173
6/3/18 12:00,2.64,0,2.2159
6/3/18 13:00,2.57,0.4,1.8848
6/3/18 14:00,2.64,0,1.611
6/3/18 15:00,2.78,0,1.3826
6/3/18 16:00,2.61,0,1.1739
6/3/18 17:00,3.11,0,1.022
6/3/18 18:00,3.22,0,0.8949
6/3/18 19:00,3.29,0,0.7886
6/3/18 20:00,3.24,0,0.6994
6/3/18 21:00,3.51,0,0.6244
6/3/18 22:00,3.69,0,0.5612
6/3/18 23:00,3.39,0,0.507
6/4/18 0:00,3.55,0,0.4603
6/4/18 1:00,3.13,0,0.4222
6/4/18 2:00,3.38,0,0.3746
6/4/18 3:00,2.64,0,0.3312
6/4/18 4:00,2.56,0,0.312
6/4/18 5:00,2.61,0,0.2965
6/4/18 6:00,2.45,0,0.2832
6/4/18 7:00,2.57,0,0.2718
6/4/18 8:00,2.66,0,0.2617
6/4/18 9:00,2.49,0,0.2527
6/4/18 10:00,2.58,0,0.2434
6/4/18 11:00,2.62,0,0.2347
6/4/18 12:00,2.74,0,0.2275
6/4/18 13:00,2.59,0,0.2223
6/4/18 14:00,2.83,0,0.2152
6/4/18 15:00,2.71,0,0.2083
6/4/18 16:00,2.78,0,0.2045
6/4/18 17:00,2.61,0,0.2024
6/4/18 18:00,2.79,0,0.2007
6/4/18 19:00,2.88,0,0.1991
6/4/18 20:00,2.67,0,0.1977
6/4/18 21:00,2.71,0,0.1963
6/4/18 22:00,2.59,0,0.1944
6/4/18 23:00,2.68,0,0.1919
6/5/18 0:00,2.73,0,0.1901
6/5/18 1:00,2.91,0,0.189
6/5/18 2:00,2.87,0,0.1883
6/5/18 3:00,3.02,0,0.1877
6/5/18 4:00,2.92,0,0.1871
6/5/18 5:00,2.94,0,0.1864
6/5/18 6:00,3.04,0,0.1858
6/5/18 7:00,2.48,0,0.1852
6/5/18 8:00,2.86,0,0.1845
6/5/18 9:00,2.73,0,0.1839
6/5/18 10:00,2.98,0,0.183
6/5/18 11:00,3.55,0,0.1821
6/5/18 12:00,3.32,0,0.1814
6/5/18 13:00,3.18,0,0.1807
6/5/18 14:00,3.15,0,0.18
6/5/18 15:00,3.29,0,0.1794
6/5/18 16:00,3.02,0,0.1787
6/5/18 17:00,3.26,0,0.178
6/5/18 18:00,3.4,0,0.1773
6/5/18 19:00,3.23,0,0.1766
6/5/18 20:00,3.18,4.2,2.6519
6/5/18 21:00,3.06,4.2,5.723
6/5/18 22:00,2.63,0,6.5273
6/5/18 23:00,2.59,0,6.5188
6/6/18 0:00,2.71,0,5.7235
6/6/18 1:00,2.57,0,4.7776
6/6/18 2:00,2.66,0,3.9829
6/6/18 3:00,2.61,0,3.3337
6/6/18 4:00,2.55,0,2.8038
6/6/18 5:00,2.48,0,2.3689
6/6/18 6:00,2.58,0,2.0115
6/6/18 7:00,2.8,0,1.717
6/6/18 8:00,2.87,0,1.4735
6/6/18 9:00,3.84,0,1.2717
6/6/18 10:00,3.48,0,1.1008
6/6/18 11:00,2.81,0,0.9622
6/6/18 12:00,4.34,9.8,8.7972
6/6/18 13:00,3.3,13.8,33.2778
6/6/18 14:00,3.67,0.4,56.6611
6/6/18 15:00,3.51,0,57.7324
6/6/18 16:00,3.91,0,49.6591
6/6/18 17:00,3.44,0,41.1398
6/6/18 18:00,3.57,0,33.8942
6/6/18 19:00,3.61,0,27.9737
6/6/18 20:00,3.82,0,23.155
6/6/18 21:00,3.37,0,19.1984
6/6/18 22:00,3.5,0,15.9865
6/6/18 23:00,3.41,0,13.3518
6/7/18 0:00,3.62,0,11.1849
6/7/18 1:00,3.75,0.8,9.3982
6/7/18 2:00,3.66,1,8.448
6/7/18 3:00,3.81,1.2,8.9659
6/7/18 4:00,3.58,1,10.3294
6/7/18 5:00,4.2,3,13.6207
6/7/18 6:00,3.85,0.4,16.7825
6/7/18 7:00,3.98,0.4,16.4958
6/7/18 8:00,4.44,0,14.4483
6/7/18 9:00,4.64,0,12.1553
6/7/18 10:00,4.57,0,10.1337
6/7/18 11:00,5.36,0,8.4615
6/7/18 12:00,4.82,0,7.0912
6/7/18 13:00,5.13,0,5.888
6/7/18 14:00,8.41,0,4.8498
6/7/18 15:00,7.83,0,4.1181
6/7/18 16:00,7.59,0,3.5162
6/7/18 17:00,7.96,0,3.0164
6/7/18 18:00,8.92,0,2.6009
6/7/18 19:00,8.49,0,2.2516
6/7/18 20:00,8.74,0,1.9566
6/7/18 21:00,7.58,0,1.7026
6/7/18 22:00,8.94,0,1.4853
6/7/18 23:00,8.56,0,1.2933
6/8/18 0:00,7.71,0,1.1321
6/8/18 1:00,6.2,0,1.0097
6/8/18 2:00,7.44,0,0.9132
6/8/18 3:00,5.13,0,0.8262
6/8/18 4:00,6.68,0,0.7471
6/8/18 5:00,5.02,0,0.6816
6/8/18 6:00,5.9,0,0.6066
6/8/18 7:00,5.76,0,0.5633
6/8/18 8:00,5.41,0,0.523
6/8/18 9:00,5.2,0,0.489
6/8/18 10:00,5.52,0,0.4654
6/8/18 11:00,5.18,16,14.0203
6/8/18 12:00,4.63,17.4,52.1051
6/8/18 13:00,4.21,4,86.4751
6/8/18 14:00,4.36,4,90.766
6/8/18 15:00,4.46,0,79.2324
6/8/18 16:00,4.42,1,66.518
6/8/18 17:00,4.44,0,55.8172
6/8/18 18:00,7.17,0,46.3754
6/8/18 19:00,5.63,0,38.3816
6/8/18 20:00,7.1,0,31.8116
6/8/18 21:00,7.93,0,26.435
6/8/18 22:00,7.85,0,22.0294
6/8/18 23:00,6.59,0,18.4113
6/9/18 0:00,5.22,0,15.4338
6/9/18 1:00,6.26,0,12.9603
6/9/18 2:00,7.09,0,10.9144
6/9/18 3:00,6.82,2,10.0769
6/9/18 4:00,7.14,2.2,11.8579
6/9/18 5:00,7.05,1,14.5295
6/9/18 6:00,6.46,1,15.0235
6/9/18 7:00,6.6,3,16.3513
6/9/18 8:00,7.28,4,22.0006
6/9/18 9:00,7.81,6.6,32.7991
6/9/18 10:00,6.97,1,41.2987
6/9/18 11:00,7.12,7,47.6662
6/9/18 12:00,7.35,2.4,54.0904
6/9/18 13:00,10.8,1,53.6514
6/9/18 14:00,14.2,2,49.9662
6/9/18 15:00,18,5.4,50.783
6/9/18 16:00,24.7,3,54.708
6/9/18 17:00,25.1,1,54.2947
6/9/18 18:00,40.4,3,51.8393
6/9/18 19:00,50.3,3,48.3873
6/9/18 20:00,46.1,0,41.9368
6/9/18 21:00,46.3,2.6,37.4538
6/9/18 22:00,40.8,1.2,35.7386
6/9/18 23:00,46.8,3,35.7573
6/10/18 0:00,29.3,4.6,39.8856
6/10/18 1:00,30.4,2,44.1439
6/10/18 2:00,25.9,0.2,42.8971
6/10/18 3:00,16.9,0,37.5022
6/10/18 4:00,20.5,0.4,31.6426
6/10/18 5:00,20.2,0.6,27.0537
6/10/18 6:00,20.3,0.4,23.6191
6/10/18 7:00,16,1,21.3455
6/10/18 8:00,14.6,2,21.3215
6/10/18 9:00,12.2,15,36.6769
6/10/18 10:00,13,19.2,75.8433
6/10/18 11:00,12.4,19.2,103.7142
6/10/18 12:00,11.8,1.2,100.268
6/10/18 13:00,12.3,1.4,87.6885
6/10/18 14:00,12,0.4,75.3854
6/10/18 15:00,13.4,0.6,63.9894
6/10/18 16:00,14,0.2,53.9834
6/10/18 17:00,14.2,0.2,45.2246
6/10/18 18:00,14.4,0.6,38.2705
6/10/18 19:00,15.1,0.6,32.6146
6/10/18 20:00,14.3,0,27.4822
6/10/18 21:00,14.5,0,23.0253
6/10/18 22:00,15.2,0,19.2878
6/10/18 23:00,15,0.4,16.1921
6/11/18 0:00,15.4,0.2,13.6114
6/11/18 1:00,15.1,0.4,11.7365
6/11/18 2:00,14.4,0.2,10.3689
6/11/18 3:00,13.1,0,9.0113
6/11/18 4:00,12.8,0.6,8.0793
6/11/18 5:00,13,0,7.4117
6/11/18 6:00,11.2,0.2,6.4987
6/11/18 7:00,12.3,0.2,5.6785
6/11/18 8:00,11.6,0.4,5.2667
6/11/18 9:00,10.9,0.6,5.3984
6/11/18 10:00,11.2,14,18.8019
6/11/18 11:00,10.8,11.6,49.5194
6/11/18 12:00,12.7,19.8,90.5525
6/11/18 13:00,13.2,14,131.2545
6/11/18 14:00,321,1.4,145.9546
6/11/18 15:00,367,5,138.0803
6/11/18 16:00,201,1.2,124.9244
6/11/18 17:00,133,0.4,108.0673
6/11/18 18:00,101,0,90.5677
6/11/18 19:00,86.4,0,75.0173
6/11/18 20:00,59.6,0,62.0802
6/11/18 21:00,57.2,0,51.4979
6/11/18 22:00,45.9,1.2,43.5201
6/11/18 23:00,51.8,0.2,37.353
6/12/18 0:00,34.4,3.4,35.129
6/12/18 1:00,32.8,2.6,37.225
6/12/18 2:00,26.8,0.4,37.3336
6/12/18 3:00,27.4,1,34.4898
6/12/18 4:00,26.2,1,31.6426
6/12/18 5:00,38.3,1,28.4018
6/12/18 6:00,39.8,0.4,24.5824
6/12/18 7:00,33.8,0,20.9761
6/12/18 8:00,35.3,0,17.7016
6/12/18 9:00,32.8,1,15.5938
6/12/18 10:00,29.7,1,14.1379
6/12/18 11:00,28.1,0.8,12.78
6/12/18 12:00,26.5,0.8,12.3434
6/12/18 13:00,28,0.4,11.9278
6/12/18 14:00,25.1,1,11.7841
6/12/18 15:00,23.9,0.2,11.6529
6/12/18 16:00,24.2,0.2,10.5412
6/12/18 17:00,28.6,0.2,9.1103
6/12/18 18:00,28.2,0.4,7.8288
6/12/18 19:00,26.4,4.2,10.7506
6/12/18 20:00,27.9,4.2,15.0459
6/12/18 21:00,26.5,4.2,15.238
6/12/18 22:00,30.5,0,13.4746
6/12/18 23:00,29.7,0,11.3804
6/13/18 0:00,31.6,1,9.9945
6/13/18 1:00,28.9,0,8.9886
6/13/18 2:00,29.6,0,7.7487
6/13/18 3:00,30.3,0,6.5889
6/13/18 4:00,28.5,0.2,5.5932
6/13/18 5:00,24.8,1.6,5.982
6/13/18 6:00,23,0.4,7.1109
6/13/18 7:00,21.1,1.2,8.197
6/13/18 8:00,17.8,0.4,9.1704
6/13/18 9:00,14.9,1.2,9.9954
6/13/18 10:00,15,1,11.2582
6/13/18 11:00,12.9,1.4,12.8019
6/13/18 12:00,12.6,1,14.2952
6/13/18 13:00,11.3,1,14.2981
6/13/18 14:00,9.95,0.4,12.964
6/13/18 15:00,9.65,3.6,14.7616
6/13/18 16:00,10.3,0.2,17.723
6/13/18 17:00,9.35,0,17.202
6/13/18 18:00,8.72,0,15.0301
6/13/18 19:00,11,0.2,12.6664
6/13/18 20:00,10.5,0.2,10.5687
6/13/18 21:00,9.37,2.4,11.1119
6/13/18 22:00,8.94,12,24.4848
6/13/18 23:00,8.55,1,41.3389
6/14/18 0:00,8.29,1,44.9013
6/14/18 1:00,7.93,0.4,41.1417
6/14/18 2:00,8.01,0,35.3461
6/14/18 3:00,7.23,1.2,30.5582
6/14/18 4:00,6.65,0.8,27.5731
6/14/18 5:00,6.68,0,24.528
6/14/18 6:00,7.53,0,20.9521
6/14/18 7:00,7.66,0,17.604
6/14/18 8:00,6.93,0,14.7484
6/14/18 9:00,7.45,0,12.396
6/14/18 10:00,8.45,3.6,13.4011
6/14/18 11:00,8.57,8.2,23.809
6/14/18 12:00,6.5,2.2,36.4533
6/14/18 13:00,7.59,3.4,42.8045
6/14/18 14:00,7.88,0,43.2037
6/14/18 15:00,7.59,0,38.2727
6/14/18 16:00,9.28,1,32.8505
6/14/18 17:00,11.2,0.2,28.4109
6/14/18 18:00,10.8,0.2,24.116
6/14/18 19:00,11.5,0,20.2111
6/14/18 20:00,10.7,0,16.9165
6/14/18 21:00,12.6,7.4,21.2853
6/14/18 22:00,13.4,6.4,34.9738
6/14/18 23:00,11.8,6,49.6667
6/15/18 0:00,14,0.2,55.6566
6/15/18 1:00,12.6,0.2,50.8303
6/15/18 2:00,13.2,0,42.936
6/15/18 3:00,11.5,0,35.6604
6/15/18 4:00,12.2,0,29.5924
6/15/18 5:00,11.9,0,24.632
6/15/18 6:00,10.7,0,20.5738
6/15/18 7:00,10.5,0,17.2451
6/15/18 8:00,9.14,0,14.5069
6/15/18 9:00,9.3,0,12.2648
6/15/18 10:00,11.2,0,10.4194
6/15/18 11:00,9.18,0,8.8578
6/15/18 12:00,10.8,0.2,7.5184
6/15/18 13:00,9.13,0.2,6.4612
6/15/18 14:00,9.29,0,5.5775
6/15/18 15:00,9.81,0,4.8677
6/15/18 16:00,9.74,0,4.2668
6/15/18 17:00,10.03,1.4,4.0243
6/15/18 18:00,10.7,1.4,3.9363
6/15/18 19:00,12.2,1,4.3764
6/15/18 20:00,10.5,0,4.9606
6/15/18 21:00,12.8,0,4.7671
6/15/18 22:00,12.5,0,4.2366
6/15/18 23:00,11.4,0,3.6722
6/16/18 0:00,10.8,0,3.1685
6/16/18 1:00,10.2,0,2.8076
6/16/18 2:00,11.5,0,2.5106
6/16/18 3:00,10.7,2,3.3397
6/16/18 4:00,12.2,2.6,6.7894
6/16/18 5:00,11.8,2.2,11.9429
6/16/18 6:00,10.4,4.8,19.78
6/16/18 7:00,8.06,4.8,25.7011
6/16/18 8:00,7.38,3.2,28.0002
6/16/18 9:00,7.57,0.2,28.7375
6/16/18 10:00,7.48,0,25.9663
6/16/18 11:00,6.88,0,22.0529
6/16/18 12:00,7.62,0,18.4235
6/16/18 13:00,6.87,0,15.3768
6/16/18 14:00,6.63,1,13.3368
6/16/18 15:00,9.35,0,11.8386
6/16/18 16:00,8.43,1,10.9551
6/16/18 17:00,8.15,0.2,10.5061
6/16/18 18:00,8.4,1,10.3569
6/16/18 19:00,8.34,2.6,12.6852
6/16/18 20:00,8.64,0.4,15.2418
6/16/18 21:00,10.6,1.2,16.1128
6/16/18 22:00,9.59,1.2,15.7938
6/16/18 23:00,7.13,0,14.036
6/17/18 0:00,6.87,0,11.9731
6/17/18 1:00,6.56,0,10.1086
6/17/18 2:00,7.95,1.6,9.5828
6/17/18 3:00,7.46,2,11.46
6/17/18 4:00,6.79,0,13.0171
6/17/18 5:00,6.42,0,12.3094
6/17/18 6:00,6.56,0,10.7427
6/17/18 7:00,6.28,0,9.0947
6/17/18 8:00,6.63,0,7.7052
6/17/18 9:00,6.51,0,6.5318
6/17/18 10:00,6.68,0,5.5989
6/17/18 11:00,6.71,0,4.832
6/17/18 12:00,6.43,0,4.1995
6/17/18 13:00,6.39,0,3.674
6/17/18 14:00,6.95,0.4,3.2332
6/17/18 15:00,6.71,0,2.8638
6/17/18 16:00,6.37,0,2.5566
6/17/18 17:00,6.88,0,2.2978
6/17/18 18:00,7.48,0,2.0923
6/17/18 19:00,7.56,0,1.9135
6/17/18 20:00,7.58,0,1.7516
6/17/18 21:00,8.08,0,1.636
6/17/18 22:00,6.74,0,1.5297
6/17/18 23:00,7.21,0,1.4491
6/18/18 0:00,6.65,0,1.3789
6/18/18 1:00,6.37,0,1.319
6/18/18 2:00,7.1,3,2.9657
6/18/18 3:00,6.81,0.4,5.3172
6/18/18 4:00,6.25,0,6.1519
6/18/18 5:00,6.02,0,6.0114
6/18/18 6:00,5.83,0,5.3574
6/18/18 7:00,5.46,0,4.6174
6/18/18 8:00,4.62,0,3.9842
6/18/18 9:00,4.01,0,3.4665
6/18/18 10:00,5.65,0,3.0428
6/18/18 11:00,4.61,0,2.6943
6/18/18 12:00,5.05,0,2.4068
6/18/18 13:00,4.63,0,2.1671
6/18/18 14:00,5.41,0,1.9693
6/18/18 15:00,5.16,0,1.8076
6/18/18 16:00,5.24,0,1.6717
6/18/18 17:00,5.35,0,1.5609
6/18/18 18:00,4.96,0,1.4685
6/18/18 19:00,5.17,0,1.3909
6/18/18 20:00,5.22,0,1.325
6/18/18 21:00,4.81,0,1.2682
6/18/18 22:00,4.36,0,1.2194
6/18/18 23:00,3.96,0,1.1785
6/19/18 0:00,4.18,0,1.1443
6/19/18 1:00,4.31,0,1.1151
6/19/18 2:00,4.62,0,1.0901
6/19/18 3:00,4.21,0,1.0519
6/19/18 4:00,3.79,0,1.0336
6/19/18 5:00,3.16,0,1.0202
6/19/18 6:00,2.86,0,1.0083
6/19/18 7:00,3.85,0,0.9977
6/19/18 8:00,3.53,0,0.9879
6/19/18 9:00,3.11,0,0.9789
6/19/18 10:00,3.35,0,0.9698
6/19/18 11:00,3.24,0,0.9608
6/19/18 12:00,3.34,0,0.9527
6/19/18 13:00,3.45,0,0.9434
6/19/18 14:00,3.79,0,0.935
6/19/18 15:00,3.4,0,0.9294
6/19/18 16:00,3.58,0,0.9244
6/19/18 17:00,3.62,0,0.9194
6/19/18 18:00,3.22,0,0.9145
6/19/18 19:00,4.18,0,0.9096
6/19/18 20:00,4.4,0,0.9043
6/19/18 21:00,4.21,0,0.8984
6/19/18 22:00,3.53,0,0.8927
6/19/18 23:00,3.36,0,0.8881
6/20/18 0:00,3.67,0,0.8836
6/20/18 1:00,3.51,0,0.8791
6/20/18 2:00,3.78,0,0.8746
6/20/18 3:00,3.46,0,0.87
6/20/18 4:00,3.15,0,0.8654
6/20/18 5:00,3.73,0,0.8608
6/20/18 6:00,2.67,0,0.8562
6/20/18 7:00,3.41,0,0.8515
6/20/18 8:00,2.69,0,0.8468
6/20/18 9:00,3.18,0,0.8421
6/20/18 10:00,3.06,0,0.8374
6/20/18 11:00,2.97,0,0.8327
6/20/18 12:00,3.27,0,0.8279
6/20/18 13:00,3.21,0,0.8231
6/20/18 14:00,3.34,0,0.8184
6/20/18 15:00,4.4,0,0.8136
6/20/18 16:00,6.55,4.4,3.5213
6/20/18 17:00,4.21,16.6,22.6372
6/20/18 18:00,4.33,0.4,47.969
6/20/18 19:00,4.52,0.2,52.2452
6/20/18 20:00,4.14,0,45.8269
6/20/18 21:00,3.79,0,38.1994
6/20/18 22:00,3.85,0,31.5681
6/20/18 23:00,3.69,0,26.1348
6/21/18 0:00,3.77,0,21.7135
6/21/18 1:00,3.58,0,18.1086
6/21/18 2:00,3.87,0,15.1605
6/21/18 3:00,3.93,0,12.743
6/21/18 4:00,3.72,0,10.7552
6/21/18 5:00,3.59,0,9.1167
6/21/18 6:00,3.67,0,7.7594
6/21/18 7:00,3.49,0,6.6201
6/21/18 8:00,4.06,0,5.6957
6/21/18 9:00,4.46,0,4.9259
6/21/18 10:00,4.67,0,4.2826
6/21/18 11:00,4.35,0,3.7452
6/21/18 12:00,4.74,0,3.2943
6/21/18 13:00,5.72,0,2.915
6/21/18 14:00,7.31,0,2.5956
6/21/18 15:00,9.17,0,2.326
6/21/18 16:00,11.6,0,2.0972
6/21/18 17:00,23,34.2,33.6511
6/21/18 18:00,16.8,5.6,87.9896
6/21/18 19:00,78.5,1,104.7645
6/21/18 20:00,169,0.8,95.5969
6/21/18 21:00,166,0.2,81.3865
6/21/18 22:00,110,0,67.7075
6/21/18 23:00,75.5,0,55.951
6/22/18 0:00,44.5,0,46.2714
6/22/18 1:00,43.2,0,38.3568
6/22/18 2:00,30.8,0,31.8829
6/22/18 3:00,27.5,0,26.5878
6/22/18 4:00,30.1,0,22.26
6/22/18 5:00,30.6,0,18.7023
6/22/18 6:00,30,0,15.7677
6/22/18 7:00,25.2,0,13.3033
6/22/18 8:00,27.2,0,11.2992
6/22/18 9:00,34.5,0,9.6379
6/22/18 10:00,44,0,8.248
6/22/18 11:00,47.25,0,7.0826
6/22/18 12:00,50.5,0,6.1155
6/22/18 13:00,71.7,4.6,8.6365
6/22/18 14:00,64.4,0,12.38
6/22/18 15:00,68.2,0,12.7332
6/22/18 16:00,71.2,0,11.4227
6/22/18 17:00,60.2,16.2,25.5782
6/22/18 18:00,54.2,4.8,50.6468
6/22/18 19:00,70.3,0.4,60.2239
6/22/18 20:00,61,0.2,55.3585
6/22/18 21:00,80.2,0.2,46.9409
6/22/18 22:00,81.9,0,39.0663
6/22/18 23:00,87,0,32.3812
6/23/18 0:00,74.9,0,26.8832
6/23/18 1:00,76.1,0,22.3644
6/23/18 2:00,74.8,0,18.6498
6/23/18 3:00,67.6,0,15.5873
6/23/18 4:00,56.5,0,13.1101
6/23/18 5:00,53.3,0,11.0842
6/23/18 6:00,56.4,0,9.4127
6/23/18 7:00,59.6,0,8.0111
6/23/18 8:00,57.8,0,6.8624
6/23/18 9:00,51.7,0,5.9096
6/23/18 10:00,54.9,0,5.1114
6/23/18 11:00,52.8,0,4.4252
6/23/18 12:00,56.4,0,3.8591
6/23/18 13:00,51.3,0,3.3948
6/23/18 14:00,53.1,0,2.9748
6/23/18 15:00,51.2,0,2.6524
6/23/18 16:00,53.7,17.6,18.0646
6/23/18 17:00,53,7.8,48.8136
6/23/18 18:00,54.9,0.6,64.7225
6/23/18 19:00,54.3,0.2,61.4799
6/23/18 20:00,46.9,0,52.3547
6/23/18 21:00,51.7,0,43.4164
6/23/18 22:00,49.8,0,35.8854
6/23/18 23:00,42.3,0,29.7355
6/24/18 0:00,42,0,24.728
6/24/18 1:00,40.6,0,20.6244
6/24/18 2:00,37.4,0,17.2528
6/24/18 3:00,34.7,0,14.4764
6/24/18 4:00,31.3,0,12.2064
6/24/18 5:00,32.2,0,10.343
6/24/18 6:00,29,0,8.7833
6/24/18 7:00,27.1,0,7.5016
6/24/18 8:00,26.4,0,6.4448
6/24/18 9:00,24.4,0,5.5594
6/24/18 10:00,25.3,0,4.8202
6/24/18 11:00,24.9,0,4.1935
6/24/18 12:00,22.7,0,3.6715
6/24/18 13:00,24.2,0,3.239
6/24/18 14:00,25.7,0,2.8757
6/24/18 15:00,23.4,0,2.5688
6/24/18 16:00,24.7,0.2,2.3087
6/24/18 17:00,25,7.4,7.9034
6/24/18 18:00,22,8.2,23.8363
6/24/18 19:00,23.1,13,50.8349
6/24/18 20:00,18.8,13,69.3843
6/24/18 21:00,19.4,0,66.7349
6/24/18 22:00,17.3,0,56.712
6/24/18 23:00,18,0,46.9812
6/25/18 0:00,19,0,38.8032
6/25/18 1:00,18.2,0,32.1112
6/25/18 2:00,17.6,0,26.6558
6/25/18 3:00,15.4,1.2,22.552
6/25/18 4:00,14.7,0,19.3052
6/25/18 5:00,14.4,0,16.2988
6/25/18 6:00,15.2,0,13.7136
6/25/18 7:00,14.6,0,11.5752
6/25/18 8:00,12.3,0,9.8086
6/25/18 9:00,13.8,0,8.3369
6/25/18 10:00,12.8,0,7.1256
6/25/18 11:00,14.2,0.2,6.1225
6/25/18 12:00,15.4,0.2,5.2928
6/25/18 13:00,11.8,0,4.602
6/25/18 14:00,12.2,0,4.0235
6/25/18 15:00,13.6,0,3.5384
6/25/18 16:00,12.8,0,3.1315
6/25/18 17:00,11.2,0,2.788
6/25/18 18:00,12.3,0,2.4403
6/25/18 19:00,12.9,0,2.1313
6/25/18 20:00,13.2,0,1.828
6/25/18 21:00,12.7,0,1.6912
6/25/18 22:00,11.9,0,1.5736
6/25/18 23:00,12.6,0,1.4726
6/26/18 0:00,11.3,0,1.3844
6/26/18 1:00,11.1,0,1.3036
6/26/18 2:00,12.3,0,1.2289
6/26/18 3:00,10.9,0,1.1551
6/26/18 4:00,10.2,0,1.0819
6/26/18 5:00,9.97,0,1.0194
6/26/18 6:00,9.32,0,0.9636
6/26/18 7:00,10.4,0,0.9273
6/26/18 8:00,9.29,0,0.9061
6/26/18 9:00,8.37,0,0.8852
6/26/18 10:00,8.56,0,0.8657
6/26/18 11:00,9.4,0,0.8489
6/26/18 12:00,10.2,4.2,3.5468
6/26/18 13:00,8.92,0.2,7.0247
6/26/18 14:00,8.75,1,8.985
6/26/18 15:00,8.31,1.4,11.0744
6/26/18 16:00,7.69,1,12.8111
6/26/18 17:00,6.8,1,13.0382
6/26/18 18:00,7.14,1,11.7446
6/26/18 19:00,7.3,1,10.0403
6/26/18 20:00,7.52,0,8.4511
6/26/18 21:00,7.23,0,7.1118
6/26/18 22:00,7.48,0,6.0153
6/26/18 23:00,7.31,0,5.1174
6/27/18 0:00,6.45,0,4.3812
6/27/18 1:00,6.89,0,3.7767
6/27/18 2:00,7.16,0,3.2746
6/27/18 3:00,6.91,0,2.8631
6/27/18 4:00,6.57,0,2.5214
6/27/18 5:00,6.24,0,2.2368
6/27/18 6:00,6.47,0,1.9999
6/27/18 7:00,6.12,0,1.8032
6/27/18 8:00,6.79,0,1.6382
6/27/18 9:00,6.55,0,1.499
6/27/18 10:00,6.49,0,1.3806
6/27/18 11:00,6.35,0,1.2795
6/27/18 12:00,6.97,0,1.1939
6/27/18 13:00,6.84,0,1.0955
6/27/18 14:00,6.44,0,1.0397
6/27/18 15:00,6.25,1.2,0.9847
6/27/18 16:00,6.86,6,6.3553
6/27/18 17:00,7.18,2.6,15.9179
6/27/18 18:00,6.83,2.8,24.287
6/27/18 19:00,6.63,0.2,27.4188
6/27/18 20:00,6.96,0,25.2005
6/27/18 21:00,5.98,0,21.42
6/27/18 22:00,6.24,0,17.8405
6/27/18 23:00,6.18,0,14.8362
6/28/18 0:00,6.29,0,12.3799
6/28/18 1:00,6.12,0,10.3756
6/28/18 2:00,6.03,0,8.737
6/28/18 3:00,5.89,0,7.3944
6/28/18 4:00,5.76,0,6.2905
6/28/18 5:00,6.01,0,5.3802
6/28/18 6:00,6.1,0,4.6185
6/28/18 7:00,6.17,0,3.994
6/28/18 8:00,6.09,0,3.4759
6/28/18 9:00,6.3,0,3.0467
