Site,Date,Turbidity(NTU) at 12AM,Turbidity(NTU) at 4AM,Turbidity(NTU) at 8AM,Turbidity(NTU) at 12PM,Turbidity(NTU) at 4PM,Turbidity(NTU) at 8PM,Average 24hrTurbidity(NTU),"Coliform, Fecal(fc/100mL)"
DEL18DT,2018-07-12T00:00:00.000,0.65,0.8,0.85,0.75,0.85,0.7,0.77,<1
DEL18DT,2018-07-11T00:00:00.000,0.8,0.7,0.75,0.8,0.8,1,0.81,<1
DEL18DT,2018-07-10T00:00:00.000,0.95,0.85,0.8,0.65,0.8,0.85,0.82,E1
DEL18DT,2018-07-09T00:00:00.000,0.85,0.8,0.75,0.75,0.8,0.85,0.8,E1
DEL18DT,2018-07-08T00:00:00.000,0.85,0.8,0.7,0.85,0.75,0.75,0.78,<1
DEL18DT,2018-07-07T00:00:00.000,0.8,0.9,0.8,0.8,0.75,0.8,0.81,E2
DEL18DT,2018-07-06T00:00:00.000,0.9,0.8,0.85,0.75,0.8,0.8,0.82,<1
DEL18DT,2018-07-05T00:00:00.000,0.9,0.9,0.85,0.9,0.9,0.9,0.89,E2
DEL18DT,2018-07-04T00:00:00.000,0.8,0.85,0.8,0.8,0.8,0.9,0.83,E2
DEL18DT,2018-07-03T00:00:00.000,0.85,0.75,0.95,0.9,0.9,0.9,0.88,<1
DEL18DT,2018-07-02T00:00:00.000,0.95,0.85,0.75,0.85,0.8,1,0.87,E1
DEL18DT,2018-07-01T00:00:00.000,0.85,0.8,0.85,0.8,0.8,0.9,0.83,<1
DEL18DT,2018-06-30T00:00:00.000,0.95,0.8,0.95,0.8,0.9,1,0.9,E2
DEL18DT,2018-06-29T00:00:00.000,0.85,0.85,0.75,0.8,0.85,0.85,0.83,E1
DEL18DT,2018-06-28T00:00:00.000,0.9,0.8,0.7,0.8,0.8,0.75,0.79,<1
DEL18DT,2018-06-27T00:00:00.000,0.85,0.85,0.7,0.85,0.9,0.85,0.83,<1
DEL18DT,2018-06-26T00:00:00.000,0.8,0.85,0.8,0.85,0.9,0.85,0.84,<1
DEL18DT,2018-06-25T00:00:00.000,0.8,0.85,0.85,0.85,0.8,0.7,0.81,E2
DEL18DT,2018-06-24T00:00:00.000,0.8,0.75,0.8,0.85,0.85,0.8,0.81,<1
DEL18DT,2018-06-23T00:00:00.000,0.7,0.7,0.75,0.8,0.7,0.8,0.74,E9
DEL18DT,2018-06-22T00:00:00.000,0.75,0.85,0.8,0.75,0.75,0.75,0.78,E1
DEL18DT,2018-06-21T00:00:00.000,0.8,0.8,0.75,0.75,0.85,0.7,0.78,E1
DEL18DT,2018-06-20T00:00:00.000,0.8,0.8,0.75,0.8,0.85,0.8,0.8,<1
DEL18DT,2018-06-19T00:00:00.000,0.75,0.8,0.85,0.75,0.7,0.8,0.78,E1
DEL18DT,2018-06-18T00:00:00.000,0.75,0.75,0.8,0.8,0.9,0.8,0.8,E2
DEL18DT,2018-06-17T00:00:00.000,0.8,0.7,0.75,0.65,0.75,0.7,0.73,<1
DEL18DT,2018-06-16T00:00:00.000,0.7,0.7,0.75,0.8,0.75,0.7,0.73,E1
DEL18DT,2018-06-15T00:00:00.000,0.65,0.65,0.7,0.7,0.6,0.8,0.68,E3
DEL18DT,2018-06-14T00:00:00.000,0.8,0.7,0.75,0.65,0.75,0.65,0.72,E1
DEL18DT,2018-06-13T00:00:00.000,0.75,0.75,0.75,0.85,0.75,0.75,0.77,<1
DEL18DT,2018-06-12T00:00:00.000,0.8,0.8,0.75,0.7,1.1,0.7,0.81,<1
DEL18DT,2018-06-11T00:00:00.000,0.65,0.75,0.7,0.7,0.7,0.75,0.71,<1
DEL18DT,2018-06-10T00:00:00.000,0.7,0.7,0.7,0.7,0.7,0.7,0.7,E1
DEL18DT,2018-06-09T00:00:00.000,0.75,0.75,0.7,0.7,0.7,0.75,0.73,E2
DEL18DT,2018-06-08T00:00:00.000,0.7,0.7,0.7,0.75,0.7,0.75,0.72,E1
DEL18DT,2018-06-07T00:00:00.000,0.65,0.7,0.75,0.7,0.7,0.75,0.71,<1
DEL18DT,2018-06-06T00:00:00.000,0.75,0.75,0.65,1,0.9,0.95,0.83,<1
DEL18DT,2018-06-05T00:00:00.000,0.9,0.75,0.75,0.75,0.75,0.75,0.78,<1
DEL18DT,2018-06-04T00:00:00.000,0.75,0.8,0.7,0.8,0.75,0.95,0.8,<1
DEL18DT,2018-06-03T00:00:00.000,0.8,0.75,0.85,0.65,0.75,0.8,0.77,E2
DEL18DT,2018-06-02T00:00:00.000,0.75,0.75,0.75,0.75,0.75,0.75,0.75,E1
DEL18DT,2018-06-01T00:00:00.000,0.75,0.75,0.7,0.8,0.75,0.75,0.75,<1
DEL18DT,2018-05-31T00:00:00.000,0.8,0.75,0.85,0.75,0.75,0.75,0.78,E1
DEL18DT,2018-05-30T00:00:00.000,0.9,0.85,0.75,0.85,0.75,0.9,0.83,<1
DEL18DT,2018-05-29T00:00:00.000,0.75,0.75,0.8,0.75,0.8,0.75,0.77,E1
DEL18DT,2018-05-28T00:00:00.000,0.75,0.85,0.85,0.7,0.85,0.75,0.79,<1
DEL18DT,2018-05-27T00:00:00.000,0.8,0.9,0.85,0.7,0.85,0.75,0.81,E2
DEL18DT,2018-05-26T00:00:00.000,0.85,0.8,0.85,0.85,0.85,0.8,0.83,E1
DEL18DT,2018-05-25T00:00:00.000,0.9,0.9,0.9,0.9,1.1,0.8,0.92,<1
DEL18DT,2018-05-24T00:00:00.000,0.85,0.9,0.85,0.95,0.8,0.85,0.87,<1
DEL18DT,2018-05-23T00:00:00.000,0.85,0.85,0.8,0.8,1.4,0.8,0.92,<1
DEL18DT,2018-05-22T00:00:00.000,0.85,0.85,0.85,0.9,0.8,0.9,0.86,E2
DEL18DT,2018-05-21T00:00:00.000,0.8,0.8,0.8,0.85,0.85,0.75,0.81,<1
DEL18DT,2018-05-20T00:00:00.000,0.8,0.8,0.85,0.75,0.9,0.95,0.84,<1
DEL18DT,2018-05-19T00:00:00.000,0.8,0.7,0.75,0.75,0.75,0.75,0.75,E2
DEL18DT,2018-05-18T00:00:00.000,0.8,0.8,0.8,0.8,0.7,0.75,0.78,E1
DEL18DT,2018-05-17T00:00:00.000,0.9,0.8,0.85,0.85,0.85,0.75,0.83,E3
DEL18DT,2018-05-16T00:00:00.000,0.75,0.8,0.75,0.85,0.9,0.85,0.82,E1
DEL18DT,2018-05-15T00:00:00.000,1,1.1,1.1,0.9,0.9,1.1,1.02,E1
DEL18DT,2018-05-14T00:00:00.000,0.85,1,1,1.1,1,1.2,1.03,<1
DEL18DT,2018-05-13T00:00:00.000,0.95,0.9,0.95,0.8,0.85,0.9,0.89,E4
DEL18DT,2018-05-12T00:00:00.000,0.95,0.9,0.9,0.85,0.9,0.85,0.89,<1
DEL18DT,2018-05-11T00:00:00.000,1.1,0.95,0.9,1,1.2,1.1,1.04,<1
DEL18DT,2018-05-10T00:00:00.000,1.1,1,0.9,1,1,1.2,1.03,<1
DEL18DT,2018-05-09T00:00:00.000,0.85,1,1,1,1,1.1,0.99,E1
DEL18DT,2018-05-08T00:00:00.000,0.85,0.9,0.85,0.9,0.85,0.8,0.86,<1
DEL18DT,2018-05-07T00:00:00.000,0.8,0.9,0.95,0.85,0.8,0.8,0.85,<1
DEL18DT,2018-05-06T00:00:00.000,0.95,0.8,0.85,0.75,0.8,0.75,0.82,E1
DEL18DT,2018-05-05T00:00:00.000,0.8,0.85,1,0.95,0.75,0.75,0.85,<1
DEL18DT,2018-05-04T00:00:00.000,0.9,0.8,0.95,0.8,0.9,0.9,0.88,<1
DEL18DT,2018-05-03T00:00:00.000,1,0.95,0.95,0.9,0.9,0.85,0.93,<1
DEL18DT,2018-05-02T00:00:00.000,0.85,0.9,0.9,0.8,1,0.9,0.89,<1
DEL18DT,2018-05-02T00:00:00.000,0.85,0.9,0.9,,,,0.88,<1
DEL18DT,2018-05-01T00:00:00.000,0.8,0.85,0.8,0.95,0.9,0.95,0.88,<1
DEL18DT,2018-05-01T00:00:00.000,0.8,0.85,0.8,0.95,0.9,0.95,0.88,<1
DEL18DT,2018-04-30T00:00:00.000,0.85,0.85,0.9,0.8,0.85,0.8,0.84,<1
DEL18DT,2018-04-29T00:00:00.000,0.9,0.95,0.85,0.9,0.85,0.8,0.88,<1
DEL18DT,2018-04-28T00:00:00.000,0.8,0.85,0.8,0.85,0.9,0.9,0.85,<1
DEL18DT,2018-04-27T00:00:00.000,0.9,0.85,0.95,0.9,0.9,0.85,0.89,<1
DEL18DT,2018-04-26T00:00:00.000,1,0.85,0.9,0.8,1,0.85,0.9,E1
DEL18DT,2018-04-25T00:00:00.000,0.85,0.95,0.85,1,0.9,0.95,0.92,E1
DEL18DT,2018-04-24T00:00:00.000,0.9,0.95,0.85,1.1,0.75,1,0.93,E1
DEL18DT,2018-04-23T00:00:00.000,0.75,0.85,0.85,0.9,0.85,0.9,0.85,<1
DEL18DT,2018-04-22T00:00:00.000,0.85,0.8,0.85,0.8,1.1,0.95,0.89,<1
DEL18DT,2018-04-21T00:00:00.000,0.95,1,0.8,0.8,0.85,0.85,0.88,E2
DEL18DT,2018-04-20T00:00:00.000,0.9,0.85,0.85,0.85,0.95,0.95,0.89,E2
DEL18DT,2018-04-19T00:00:00.000,0.85,0.9,0.8,0.85,0.85,0.85,0.85,E1
DEL18DT,2018-04-18T00:00:00.000,0.85,1,0.85,0.9,0.85,0.85,0.88,E4
DEL18DT,2018-04-17T00:00:00.000,0.9,0.95,0.9,0.95,0.85,0.9,0.91,E2
DEL18DT,2018-04-16T00:00:00.000,0.95,0.95,1,0.95,0.95,1,0.97,<1
DEL18DT,2018-04-15T00:00:00.000,1.1,1.2,1.3,1,0.85,0.85,1.05,<1
DEL18DT,2018-04-14T00:00:00.000,0.85,0.9,0.9,0.8,0.8,1.1,0.89,<1
DEL18DT,2018-04-13T00:00:00.000,0.9,0.9,0.85,0.8,0.8,0.85,0.85,<1
DEL18DT,2018-04-12T00:00:00.000,0.85,0.85,0.85,0.8,0.85,0.85,0.84,<1
DEL18DT,2018-04-11T00:00:00.000,0.8,0.8,0.8,0.8,0.8,1,0.83,<1
DEL18DT,2018-04-10T00:00:00.000,0.8,0.8,0.8,0.9,0.85,0.9,0.84,<1
DEL18DT,2018-04-09T00:00:00.000,0.8,0.85,0.8,0.75,0.8,0.75,0.79,<1
DEL18DT,2018-04-08T00:00:00.000,0.9,0.8,0.85,0.85,0.75,0.75,0.82,<1
DEL18DT,2018-04-07T00:00:00.000,0.85,0.8,0.85,0.8,0.9,0.8,0.83,<1
DEL18DT,2018-04-06T00:00:00.000,0.75,0.85,0.8,0.9,0.8,0.75,0.81,<1
DEL18DT,2018-04-05T00:00:00.000,0.9,0.85,0.85,0.85,0.8,0.8,0.84,E1
DEL18DT,2018-04-04T00:00:00.000,0.95,0.95,0.95,1.1,0.85,0.85,0.94,<1
DEL18DT,2018-04-03T00:00:00.000,0.85,0.85,0.85,0.8,0.9,0.85,0.85,<1
DEL18DT,2018-04-02T00:00:00.000,0.8,0.8,0.85,0.85,0.9,0.85,0.84,<1
DEL18DT,2018-04-01T00:00:00.000,1,1,1.1,0.85,0.85,0.85,0.94,E1
DEL18DT,2018-03-31T00:00:00.000,0.95,0.95,1,1.1,1,0.95,0.99,<1
DEL18DT,2018-03-31T00:00:00.000,0.95,0.95,1,1.1,1,0.95,0.99,<1
DEL18DT,2018-03-30T00:00:00.000,0.85,0.9,0.9,0.9,0.9,0.95,0.9,E1
DEL18DT,2018-03-30T00:00:00.000,0.85,0.9,0.9,0.9,0.9,0.95,0.9,E1
DEL18DT,2018-03-29T00:00:00.000,0.9,0.9,0.9,0.9,0.95,0.9,0.91,<1
DEL18DT,2018-03-29T00:00:00.000,0.9,0.9,0.9,0.9,0.95,0.9,0.91,<1
DEL18DT,2018-03-28T00:00:00.000,1,0.8,0.9,0.9,0.9,0.95,0.91,<1
DEL18DT,2018-03-28T00:00:00.000,1,0.8,0.9,0.9,0.9,0.95,0.91,<1
DEL18DT,2018-03-27T00:00:00.000,1,0.85,0.9,0.85,0.9,0.8,0.88,<1
DEL18DT,2018-03-27T00:00:00.000,1,0.85,0.9,0.85,0.9,0.8,0.88,<1
DEL18DT,2018-03-26T00:00:00.000,0.85,0.85,0.85,0.9,0.9,0.9,0.88,<1
DEL18DT,2018-03-26T00:00:00.000,0.85,0.85,0.85,0.9,0.9,0.9,0.88,<1
DEL18DT,2018-03-25T00:00:00.000,0.95,0.9,1,0.85,0.95,0.85,0.92,<1
DEL18DT,2018-03-25T00:00:00.000,0.95,0.9,1,0.85,0.95,0.85,0.92,<1
DEL18DT,2018-03-24T00:00:00.000,1.1,1.1,1,0.95,1,1,1.03,E1
DEL18DT,2018-03-24T00:00:00.000,1.1,1.1,1,0.95,1,1,1.03,E1
DEL18DT,2018-03-23T00:00:00.000,0.95,0.95,0.95,0.95,1,1.1,0.98,E1
DEL18DT,2018-03-23T00:00:00.000,0.95,0.95,0.95,0.95,1,1.1,0.98,E1
DEL18DT,2018-03-22T00:00:00.000,1.3,1.5,1.2,1,1,0.95,1.16,<1
DEL18DT,2018-03-22T00:00:00.000,1.3,1.5,1.2,1,1,0.95,1.16,<1
DEL18DT,2018-03-21T00:00:00.000,1.2,1.2,1.2,1.5,1.2,1.4,1.28,E1
DEL18DT,2018-03-21T00:00:00.000,1.2,1.2,1.2,1.5,1.2,1.4,1.28,E1
DEL18DT,2018-03-20T00:00:00.000,0.9,0.9,0.9,1.1,1.2,1.1,1.02,<1
DEL18DT,2018-03-20T00:00:00.000,0.9,0.9,0.9,1.1,1.2,1.1,1.02,<1
DEL18DT,2018-03-19T00:00:00.000,1,0.95,1,0.9,0.95,1,0.97,E2
DEL18DT,2018-03-19T00:00:00.000,1,0.95,1,0.9,0.95,1,0.97,E2
DEL18DT,2018-03-18T00:00:00.000,1,1,1.1,0.9,0.95,1,0.99,E1
DEL18DT,2018-03-18T00:00:00.000,1,1,1.1,0.9,0.95,1,0.99,E1
DEL18DT,2018-03-17T00:00:00.000,1.1,1.1,1,1.1,1,1.2,1.08,<1
DEL18DT,2018-03-17T00:00:00.000,1.1,1.1,1,1.1,1,1.2,1.08,<1
DEL18DT,2018-03-16T00:00:00.000,1,1,1,1.1,1.1,1.1,1.05,E1
DEL18DT,2018-03-16T00:00:00.000,1,1,1,1.1,1.1,1.1,1.05,E1
DEL18DT,2018-03-15T00:00:00.000,1.1,1.1,1.1,1.1,1.1,1,1.08,E1
DEL18DT,2018-03-15T00:00:00.000,1.1,1.1,1.1,1.1,1.1,1,1.08,E1
DEL18DT,2018-03-14T00:00:00.000,1.3,1.3,1.1,1.3,1.2,1.2,1.23,<1
DEL18DT,2018-03-14T00:00:00.000,1.3,1.3,1.1,1.3,1.2,1.2,1.23,<1
DEL18DT,2018-03-13T00:00:00.000,1,1.1,1,1,1.1,1.2,1.07,E1
DEL18DT,2018-03-13T00:00:00.000,1,1.1,1,1,1.1,1.2,1.07,E1
DEL18DT,2018-03-12T00:00:00.000,1.1,1,1,0.8,0.85,1,0.96,<1
DEL18DT,2018-03-12T00:00:00.000,1.1,1,1,0.8,0.85,1,0.96,<1
DEL18DT,2018-03-11T00:00:00.000,1.1,1.2,1.1,1,1.1,1.1,1.1,<1
DEL18DT,2018-03-11T00:00:00.000,1.1,1.2,1.1,1,1.1,1.1,1.1,<1
DEL18DT,2018-03-10T00:00:00.000,1.1,1.1,1.1,1.2,1.1,1.3,1.15,E1
DEL18DT,2018-03-10T00:00:00.000,1.1,1.1,1.1,1.2,1.1,1.3,1.15,E1
DEL18DT,2018-03-09T00:00:00.000,1.2,1.1,1.1,1.1,1.2,1.1,1.13,E1
DEL18DT,2018-03-09T00:00:00.000,1.2,1.1,1.1,1.1,1.2,1.1,1.13,E1
DEL18DT,2018-03-08T00:00:00.000,1.3,1.3,1.3,1.3,1.1,1.4,1.28,E1
DEL18DT,2018-03-08T00:00:00.000,1.3,1.3,1.3,1.3,1.1,1.4,1.28,E1
DEL18DT,2018-03-07T00:00:00.000,1.4,1.4,1.3,1.2,1.3,1.5,1.35,E1
DEL18DT,2018-03-07T00:00:00.000,1.4,1.4,1.3,1.2,1.3,1.5,1.35,E1
DEL18DT,2018-03-06T00:00:00.000,1.4,1.3,1.4,1.5,1.3,1.3,1.37,<1
DEL18DT,2018-03-06T00:00:00.000,1.4,1.3,1.4,1.5,1.3,1.3,1.37,<1
DEL18DT,2018-03-05T00:00:00.000,1.3,1.3,1.3,1.4,1.3,1.3,1.32,E1
DEL18DT,2018-03-05T00:00:00.000,1.3,1.3,1.3,1.4,1.3,1.3,1.32,E1
DEL18DT,2018-03-04T00:00:00.000,1.4,1.4,1.6,1.3,1.3,1.2,1.37,E2
DEL18DT,2018-03-04T00:00:00.000,,1.4,1.6,1.3,1.3,1.2,1.36,E2
DEL18DT,2018-03-03T00:00:00.000,1.2,1.2,1.3,1.5,1.4,1.5,1.35,<1
DEL18DT,2018-03-02T00:00:00.000,1.1,1.1,1.2,1.1,1.1,1.1,1.12,E1
DEL18DT,2018-03-01T00:00:00.000,0.95,0.95,0.95,0.95,1.1,1.1,1,<1
DEL18DT,2018-02-28T00:00:00.000,1,0.95,0.95,1.2,0.95,0.95,1,<1
DEL18DT,2018-02-27T00:00:00.000,0.9,0.85,0.85,1,1.1,1,0.95,E1
DEL18DT,2018-02-26T00:00:00.000,1,0.95,0.9,0.9,0.85,0.85,0.91,<1
DEL18DT,2018-02-25T00:00:00.000,1.2,0.9,1.5,1.1,1,1.2,1.15,E1
DEL18DT,2018-02-24T00:00:00.000,0.85,0.8,0.85,0.95,0.9,1,0.89,<1
DEL18DT,2018-02-23T00:00:00.000,0.8,0.85,0.85,0.8,0.8,0.8,0.82,E1
DEL18DT,2018-02-22T00:00:00.000,0.95,0.9,0.85,0.8,0.9,0.8,0.87,<1
DEL18DT,2018-02-21T00:00:00.000,0.95,0.9,0.9,0.9,0.9,0.85,0.9,E1
DEL18DT,2018-02-20T00:00:00.000,1,0.9,0.85,0.85,0.9,0.95,0.91,<1
DEL18DT,2018-02-19T00:00:00.000,0.85,0.8,0.9,0.95,0.95,0.9,0.89,E3
DEL18DT,2018-02-18T00:00:00.000,1.1,1,1,0.95,0.9,0.85,0.97,E1
DEL18DT,2018-02-17T00:00:00.000,0.95,0.9,0.9,1,0.95,0.9,0.93,E1
DEL18DT,2018-02-16T00:00:00.000,0.85,0.9,0.95,0.95,0.95,0.95,0.93,E3
DEL18DT,2018-02-15T00:00:00.000,0.8,0.85,0.95,0.95,1,1.1,0.94,E4
DEL18DT,2018-02-14T00:00:00.000,0.85,0.85,0.85,0.85,0.85,0.9,0.86,E4
DEL18DT,2018-02-13T00:00:00.000,0.85,0.85,0.9,0.8,0.8,0.9,0.85,E4
DEL18DT,2018-02-12T00:00:00.000,0.75,0.8,0.8,0.85,0.8,0.8,0.8,E2
DEL18DT,2018-02-11T00:00:00.000,0.85,0.85,0.75,0.75,0.8,0.8,0.8,33
DEL18DT,2018-02-10T00:00:00.000,0.9,0.95,0.9,0.85,0.8,0.85,0.88,E7
DEL18DT,2018-02-09T00:00:00.000,0.85,0.8,0.9,0.85,0.85,0.9,0.86,E3
DEL18DT,2018-02-08T00:00:00.000,0.85,0.8,0.85,0.9,0.85,0.9,0.86,<1
DEL18DT,2018-02-07T00:00:00.000,0.8,0.8,0.75,0.8,0.8,0.75,0.78,<1
DEL18DT,2018-02-06T00:00:00.000,0.85,0.85,0.8,0.8,0.85,0.8,0.83,E1
DEL18DT,2018-02-05T00:00:00.000,0.85,0.9,0.95,0.85,0.85,0.85,0.88,<1
DEL18DT,2018-02-04T00:00:00.000,0.85,0.9,0.9,0.85,0.85,0.95,0.88,E4
DEL18DT,2018-02-03T00:00:00.000,0.8,0.8,0.8,0.9,0.9,0.95,0.86,E7
DEL18DT,2018-02-02T00:00:00.000,0.85,0.85,0.8,0.85,0.8,0.8,0.83,E3
DEL18DT,2018-01-31T00:00:00.000,0.8,0.85,0.9,0.9,0.9,0.9,0.88,E6
DEL18DT,2018-01-30T00:00:00.000,0.95,0.9,0.9,0.9,0.9,0.85,0.9,E3
DEL18DT,2018-01-29T00:00:00.000,0.8,0.85,0.9,0.9,0.9,0.85,0.87,E2
DEL18DT,2018-01-28T00:00:00.000,1,0.85,0.85,0.9,0.9,0.85,0.89,E1
DEL18DT,2018-01-27T00:00:00.000,0.85,0.85,0.85,0.9,0.85,0.95,0.88,<1
DEL18DT,2018-01-26T00:00:00.000,0.95,0.95,0.85,0.85,0.8,0.85,0.88,E3
DEL18DT,2018-01-25T00:00:00.000,0.9,0.8,0.85,0.85,0.9,0.85,0.86,<1
DEL18DT,2018-01-24T00:00:00.000,1.1,0.95,0.9,0.9,0.85,0.9,0.93,E3
DEL18DT,2018-01-23T00:00:00.000,1.1,1.1,1.1,1,1.1,1,1.07,E3
DEL18DT,2018-01-22T00:00:00.000,1.1,1.1,1.2,1.1,1.1,1.1,1.12,E2
DEL18DT,2018-01-21T00:00:00.000,1,1,1.1,1.2,1.1,1.2,1.1,E1
DEL18DT,2018-01-20T00:00:00.000,0.95,0.9,0.95,1.1,1,1.1,1,<1
DEL18DT,2018-01-19T00:00:00.000,0.9,0.9,1,0.85,0.9,0.9,0.91,E2
DEL18DT,2018-01-18T00:00:00.000,0.95,0.9,0.95,0.95,0.9,1,0.94,E2
DEL18DT,2018-01-17T00:00:00.000,0.9,1,0.95,0.95,0.95,0.9,0.94,E3
DEL18DT,2018-01-16T00:00:00.000,0.9,0.9,0.9,0.9,0.95,0.9,0.91,E2
DEL18DT,2018-01-15T00:00:00.000,0.9,0.95,0.95,0.9,0.95,0.95,0.93,E1
DEL18DT,2018-01-14T00:00:00.000,0.9,0.95,0.95,0.9,0.95,0.95,0.93,E1
DEL18DT,2018-01-13T00:00:00.000,0.9,0.95,0.9,0.95,0.95,0.9,0.93,E3
DEL18DT,2018-01-12T00:00:00.000,1.3,1.3,1.3,1.1,1.1,0.85,1.16,E1
DEL18DT,2018-01-11T00:00:00.000,1,1.1,1.3,1.2,1.2,1.2,1.17,E1
DEL18DT,2018-01-10T00:00:00.000,1,1.1,1.1,1.3,1.4,1,1.15,<1
DEL18DT,2018-01-09T00:00:00.000,1,1,0.95,0.85,1.1,0.9,0.97,E1
DEL18DT,2018-01-08T00:00:00.000,1,1,0.95,0.9,0.9,1,0.96,<1
DEL18DT,2018-01-07T00:00:00.000,1,0.9,0.95,0.9,0.9,0.9,0.93,E1
DEL18DT,2018-01-06T00:00:00.000,0.95,0.95,1,0.95,1,1.1,0.99,<1
DEL18DT,2018-01-05T00:00:00.000,0.85,0.95,1,1,1,1,0.97,<1
DEL18DT,2018-01-04T00:00:00.000,0.95,0.9,1,0.95,0.95,0.95,0.95,E3
DEL18DT,2018-01-03T00:00:00.000,0.85,0.85,0.85,1,1,0.95,0.92,E1
DEL18DT,2018-01-02T00:00:00.000,0.85,0.9,0.85,0.85,0.9,0.8,0.86,<1
DEL18DT,2018-01-01T00:00:00.000,0.85,0.9,0.9,0.95,0.85,0.85,0.88,<1
DEL18DT,2017-12-31T00:00:00.000,0.95,0.85,0.9,0.9,0.9,0.85,0.89,<1
DEL18DT,2017-12-30T00:00:00.000,0.9,0.9,0.95,0.9,0.9,0.9,0.91,<1
DEL18DT,2017-12-29T00:00:00.000,0.85,0.85,0.85,0.9,0.9,0.85,0.87,E1
DEL18DT,2017-12-28T00:00:00.000,1,0.95,0.9,0.9,0.95,0.9,0.93,E1
DEL18DT,2017-12-27T00:00:00.000,0.85,0.95,0.95,0.9,1,0.95,0.93,E3
DEL18DT,2017-12-26T00:00:00.000,0.95,1,1,0.85,0.85,0.9,0.93,E4
DEL18DT,2017-12-25T00:00:00.000,0.95,0.9,0.9,0.95,0.9,0.95,0.93,E1
DEL18DT,2017-12-24T00:00:00.000,0.85,0.9,0.9,0.85,0.95,0.9,0.89,E1
DEL18DT,2017-12-23T00:00:00.000,0.85,0.9,0.85,0.95,0.9,0.9,0.89,<1
DEL18DT,2017-12-22T00:00:00.000,1,0.95,0.95,0.9,0.85,0.85,0.92,<1
DEL18DT,2017-12-21T00:00:00.000,0.85,1,0.9,0.9,0.85,0.9,0.9,E1
DEL18DT,2017-12-20T00:00:00.000,1,1,1,0.9,0.9,0.85,0.94,E2
DEL18DT,2017-12-19T00:00:00.000,0.8,0.85,0.75,1,1,0.95,0.89,<1
DEL18DT,2017-12-18T00:00:00.000,0.9,0.9,0.9,0.8,0.75,0.85,0.85,<1
DEL18DT,2017-12-17T00:00:00.000,0.9,0.9,0.9,0.95,0.9,0.95,0.92,<1
DEL18DT,2017-12-16T00:00:00.000,0.85,0.85,0.85,0.85,0.9,0.9,0.87,<1
DEL18DT,2017-12-15T00:00:00.000,0.85,0.85,0.85,0.85,0.8,0.85,0.84,<1
DEL18DT,2017-12-14T00:00:00.000,0.85,0.85,0.85,0.85,0.9,0.85,0.86,<1
DEL18DT,2017-12-13T00:00:00.000,1,1,0.95,0.9,0.85,0.85,0.93,<1
DEL18DT,2017-12-12T00:00:00.000,0.85,0.8,0.85,0.9,0.9,0.95,0.88,<1
DEL18DT,2017-12-11T00:00:00.000,0.85,0.9,0.85,0.9,0.85,0.9,0.88,<1
DEL18DT,2017-12-10T00:00:00.000,0.9,0.9,0.95,0.9,0.85,0.85,0.89,<1
DEL18DT,2017-12-09T00:00:00.000,0.9,0.9,0.9,0.9,0.95,0.9,0.91,E1
DEL18DT,2017-12-08T00:00:00.000,1,1,1,0.85,0.9,0.9,0.94,<1
DEL18DT,2017-12-07T00:00:00.000,0.85,0.95,0.9,0.95,0.95,0.95,0.93,<1
DEL18DT,2017-12-06T00:00:00.000,0.95,0.85,0.95,1.1,0.8,0.85,0.92,E2
DEL18DT,2017-12-05T00:00:00.000,0.75,0.85,0.85,0.75,0.7,0.9,0.8,E2
DEL18DT,2017-12-04T00:00:00.000,0.7,0.75,0.75,1,0.85,0.75,0.8,<1
DEL18DT,2017-12-03T00:00:00.000,0.7,0.7,0.75,0.7,0.65,0.75,0.71,E1
DEL18DT,2017-12-02T00:00:00.000,0.7,0.7,0.75,0.7,0.7,0.7,0.71,<1
DEL18DT,2017-12-01T00:00:00.000,0.7,0.7,0.75,0.7,0.75,0.75,0.73,<1
DEL18DT,2017-11-30T00:00:00.000,0.85,0.8,0.8,0.8,0.75,0.8,0.8,<1
DEL18DT,2017-11-29T00:00:00.000,0.8,0.85,0.8,0.75,0.8,0.8,0.8,<1
DEL18DT,2017-11-28T00:00:00.000,0.7,0.7,0.8,0.85,0.8,0.75,0.77,E1
DEL18DT,2017-11-27T00:00:00.000,0.75,0.75,0.75,0.75,0.75,0.75,0.75,<1
DEL18DT,2017-11-26T00:00:00.000,0.8,0.85,0.8,0.8,0.75,0.8,0.8,E3
DEL18DT,2017-11-25T00:00:00.000,0.75,0.7,0.75,0.75,0.75,0.8,0.75,<1
DEL18DT,2017-11-24T00:00:00.000,0.7,0.7,0.75,0.7,0.65,0.7,0.7,<1
DEL18DT,2017-11-23T00:00:00.000,0.75,0.75,0.75,0.8,0.75,0.75,0.76,<1
DEL18DT,2017-11-22T00:00:00.000,0.75,0.65,0.75,0.8,0.75,0.75,0.74,<1
DEL18DT,2017-11-21T00:00:00.000,0.75,0.7,0.7,0.75,0.8,0.7,0.73,E1
DEL18DT,2017-11-20T00:00:00.000,0.75,0.7,0.75,0.75,0.7,0.75,0.73,E1
DEL18DT,2017-11-19T00:00:00.000,0.75,0.7,0.7,0.8,0.8,0.75,0.75,E1
DEL18DT,2017-11-18T00:00:00.000,0.7,0.65,0.7,0.75,0.7,0.7,0.7,<1
DEL18DT,2017-11-17T00:00:00.000,0.75,0.8,0.7,0.75,0.7,0.7,0.73,<1
